group,skill,assignment_number,participant_id_1,participant_id_2,feedback_1,feedback_2,sim
1-4,Readability,29.0,2,4,The submission is the same as the original folder,Empty Submission,0.45048338
1-4,Readability,29.0,3,4,No changes were made to the default code provided.,Empty Submission,0.31477877
1-4,Readability,234.0,1,2,Good readability.,Code uses consistent spacings - Good function and variable names are used.,0.19294767
1-4,Readability,234.0,1,3,Good readability.,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",0.21671402
1-4,Readability,234.0,1,4,Good readability.,"Great use of variables, easy to understand",0.33039016
1-4,Readability,234.0,2,3,Code uses consistent spacings - Good function and variable names are used.,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",0.42896086
1-4,Readability,234.0,2,4,Code uses consistent spacings - Good function and variable names are used.,"Great use of variables, easy to understand",0.5073915
1-4,Readability,234.0,3,4,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.","Great use of variables, easy to understand",0.2259478
1-4,Documentation,327.0,1,2,Good documentation where necessary.,Code is well documented,0.5722285
1-4,Documentation,327.0,1,3,Good documentation where necessary.,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.48172912
1-4,Documentation,327.0,1,4,Good documentation where necessary.,Clear and complete documentation,0.56258285
1-4,Documentation,327.0,2,3,Code is well documented,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.49511996
1-4,Documentation,327.0,2,4,Code is well documented,Clear and complete documentation,0.44453067
1-4,Documentation,327.0,3,4,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",Clear and complete documentation,0.36014184
1-4,Documentation,119.0,1,2,Some mistakes in documentation. A significant amount of documentation is lacking.,Generally good documentation. Some comments are verbose,0.54645
1-4,Documentation,119.0,1,3,Some mistakes in documentation. A significant amount of documentation is lacking.,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.31158885
1-4,Documentation,119.0,1,4,Some mistakes in documentation. A significant amount of documentation is lacking.,Great documentation,0.5870912
1-4,Documentation,119.0,2,3,Generally good documentation. Some comments are verbose,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.61525226
1-4,Documentation,119.0,2,4,Generally good documentation. Some comments are verbose,Great documentation,0.71764106
1-4,Documentation,119.0,3,4,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",Great documentation,0.4882049
1-4,Documentation,427.0,1,2,Documentation is succinct and well meaning.,Generally good documenation. Comments are useful and concise,0.56385857
1-4,Documentation,427.0,1,3,Documentation is succinct and well meaning.,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.40673125
1-4,Documentation,427.0,1,4,Documentation is succinct and well meaning.,All the comments needed,0.117629156
1-4,Documentation,427.0,2,3,Generally good documenation. Comments are useful and concise,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.6026689
1-4,Documentation,427.0,2,4,Generally good documenation. Comments are useful and concise,All the comments needed,0.38931936
1-4,Documentation,427.0,3,4,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",All the comments needed,0.3204592
1-4,Documentation,522.0,1,2,Code is generally documented well. Some unnecessary comments.,Generally good documentation. Some comments are verbose,0.70415175
1-4,Documentation,522.0,1,3,Code is generally documented well. Some unnecessary comments.,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.60201406
1-4,Documentation,522.0,1,4,Code is generally documented well. Some unnecessary comments.,Every section well documented,0.49108666
1-4,Documentation,522.0,2,3,Generally good documentation. Some comments are verbose,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.61525226
1-4,Documentation,522.0,2,4,Generally good documentation. Some comments are verbose,Every section well documented,0.515203
1-4,Documentation,522.0,3,4,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",Every section well documented,0.48496136
1-4,Documentation,361.0,1,2,Documentation is mostly sufficient. It is unclear what disease does.,Generally well documented - comments are used fittingly and do not over-explain code,0.2588937
1-4,Documentation,361.0,1,3,Documentation is mostly sufficient. It is unclear what disease does.,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.3277553
1-4,Documentation,361.0,1,4,Documentation is mostly sufficient. It is unclear what disease does.,Well commented,0.042713776
1-4,Documentation,361.0,2,3,Generally well documented - comments are used fittingly and do not over-explain code,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.6610256
1-4,Documentation,361.0,2,4,Generally well documented - comments are used fittingly and do not over-explain code,Well commented,0.3556668
1-4,Documentation,361.0,3,4,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",Well commented,0.22927836
1-4,Documentation,111.0,1,2,Generally good documentation.,Overall good documentation. Comments are not overly verbose,0.7232605
1-4,Documentation,111.0,1,3,Generally good documentation.,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.49208382
1-4,Documentation,111.0,1,4,Generally good documentation.,Every section well commented,0.20908493
1-4,Documentation,111.0,2,3,Overall good documentation. Comments are not overly verbose,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",0.6084277
1-4,Documentation,111.0,2,4,Overall good documentation. Comments are not overly verbose,Every section well commented,0.48808858
1-4,Documentation,111.0,3,4,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",Every section well commented,0.40973514
1-4,Documentation,399.0,1,2,No comment supplied,The submission is the same as the original folder,0.10830668
1-4,Documentation,399.0,1,3,No comment supplied,No changes were made to the default code provided. Same code as the default files provided. No changes were made.,0.18131073
