skill,comments,count
Code Elegance,"some questionable design choices, like storing food values of a predator's prey in the predator. a lot of reused code.",1
Code Elegance,"some rewritten code, did not utilize abstracted classes and interfaces.",1
Code Elegance,"structured correctly, challenges tried and concepts of the class used",1
Code Elegance,submission only contains original template,1
Code Elegance,submitted template ,1
Code Elegance,super keyword usage in variables,1
Code Elegance,superb use of abstract classes and interfaces. code is very elegant.,1
Code Elegance,superb use of abstract classes. code is very elegant.,1
Code Elegance,"the 'creature' superclass contains multiple elements that are specific to only one sublcass, and not all of them. the species do not have their characteristics defined in their superclass - instead, all of them are repeatedly instantiated in their subclass.",1
Code Elegance,"the 'predator' class, even though it is defined as abstract, ti does contain some methods that are not abstract. there are some characteristics of an animal that should be shared in the superclass, but they are defines in each subclass. this is applied to some methods as well.",1
Code Elegance,"the 'startingclass' is not necessary, it complicates the code. there are some methods that are common between multiple species - instead of being defined in the superclass, they are defined in each subclass. this also applies to the methods. the 'organism' class is abstract even though it does not define any abstract method.",1
